gen_id,answer,mfv_code,model
1,1,602,gpt-3.5-turbo
2,3,602,gpt-3.5-turbo
3,3,602,gpt-3.5-turbo
4,3,602,gpt-3.5-turbo
5,2,602,gpt-3.5-turbo
6,4,602,gpt-3.5-turbo
7,4,602,gpt-3.5-turbo
8,3,602,gpt-3.5-turbo
9,3,602,gpt-3.5-turbo
10,3,602,gpt-3.5-turbo
11,2,602,gpt-3.5-turbo
12,3,602,gpt-3.5-turbo
13,3,602,gpt-3.5-turbo
14,3,602,gpt-3.5-turbo
15,3,602,gpt-3.5-turbo
16,2,602,gpt-3.5-turbo
17,3,602,gpt-3.5-turbo
18,3,602,gpt-3.5-turbo
19,3,602,gpt-3.5-turbo
20,4,602,gpt-3.5-turbo
21,3,602,gpt-3.5-turbo
22,3,602,gpt-3.5-turbo
23,3,602,gpt-3.5-turbo
24,3,602,gpt-3.5-turbo
25,3,602,gpt-3.5-turbo
26,3,602,gpt-3.5-turbo
28,3,602,gpt-3.5-turbo
29,3,602,gpt-3.5-turbo
30,3,602,gpt-3.5-turbo
31,3,602,gpt-3.5-turbo
33,1,602,gpt-3.5-turbo
34,3,602,gpt-3.5-turbo
35,3,602,gpt-3.5-turbo
36,3,602,gpt-3.5-turbo
37,4,602,gpt-3.5-turbo
38,3,602,gpt-3.5-turbo
39,3,602,gpt-3.5-turbo
40,3,602,gpt-3.5-turbo
41,3,602,gpt-3.5-turbo
42,3,602,gpt-3.5-turbo
43,3,602,gpt-3.5-turbo
44,4,602,gpt-3.5-turbo
45,3,602,gpt-3.5-turbo
46,3,602,gpt-3.5-turbo
47,3,602,gpt-3.5-turbo
48,2,602,gpt-3.5-turbo
49,4,602,gpt-3.5-turbo
50,3,602,gpt-3.5-turbo
51,4,602,gpt-3.5-turbo
52,4,602,gpt-3.5-turbo
53,3,602,gpt-3.5-turbo
54,3,602,gpt-3.5-turbo
55,4,602,gpt-3.5-turbo
56,3,602,gpt-3.5-turbo
57,3,602,gpt-3.5-turbo
58,3,602,gpt-3.5-turbo
59,3,602,gpt-3.5-turbo
60,2,602,gpt-3.5-turbo
61,3,602,gpt-3.5-turbo
62,3,602,gpt-3.5-turbo
63,3,602,gpt-3.5-turbo
64,3,602,gpt-3.5-turbo
66,3,602,gpt-3.5-turbo
67,3,602,gpt-3.5-turbo
68,3,602,gpt-3.5-turbo
69,5,602,gpt-3.5-turbo
70,2,602,gpt-3.5-turbo
71,3,602,gpt-3.5-turbo
72,3,602,gpt-3.5-turbo
73,3,602,gpt-3.5-turbo
74,4,602,gpt-3.5-turbo
75,4,602,gpt-3.5-turbo
77,4,602,gpt-3.5-turbo
79,3,602,gpt-3.5-turbo
80,3,602,gpt-3.5-turbo
81,3,602,gpt-3.5-turbo
82,2,602,gpt-3.5-turbo
83,3,602,gpt-3.5-turbo
84,3,602,gpt-3.5-turbo
85,3,602,gpt-3.5-turbo
86,3,602,gpt-3.5-turbo
87,3,602,gpt-3.5-turbo
88,3,602,gpt-3.5-turbo
90,3,602,gpt-3.5-turbo
91,3,602,gpt-3.5-turbo
92,3,602,gpt-3.5-turbo
93,3,602,gpt-3.5-turbo
94,3,602,gpt-3.5-turbo
95,3,602,gpt-3.5-turbo
96,3,602,gpt-3.5-turbo
97,3,602,gpt-3.5-turbo
98,3,602,gpt-3.5-turbo
100,3,602,gpt-3.5-turbo
101,3,602,gpt-3.5-turbo
102,3,602,gpt-3.5-turbo
103,3,602,gpt-3.5-turbo
104,3,602,gpt-3.5-turbo
105,3,602,gpt-3.5-turbo
107,3,602,gpt-3.5-turbo
108,2,602,gpt-3.5-turbo
