gen_id,answer,mfv_code,model
1,3,205,gpt-3.5-turbo
2,4,205,gpt-3.5-turbo
3,4,205,gpt-3.5-turbo
5,3,205,gpt-3.5-turbo
7,4,205,gpt-3.5-turbo
9,4,205,gpt-3.5-turbo
10,4,205,gpt-3.5-turbo
13,3,205,gpt-3.5-turbo
15,3,205,gpt-3.5-turbo
16,4,205,gpt-3.5-turbo
17,5,205,gpt-3.5-turbo
18,3,205,gpt-3.5-turbo
19,4,205,gpt-3.5-turbo
21,4,205,gpt-3.5-turbo
22,4,205,gpt-3.5-turbo
23,4,205,gpt-3.5-turbo
24,4,205,gpt-3.5-turbo
27,4,205,gpt-3.5-turbo
28,4,205,gpt-3.5-turbo
29,4,205,gpt-3.5-turbo
30,4,205,gpt-3.5-turbo
31,5,205,gpt-3.5-turbo
32,4,205,gpt-3.5-turbo
33,4,205,gpt-3.5-turbo
35,4,205,gpt-3.5-turbo
36,4,205,gpt-3.5-turbo
37,4,205,gpt-3.5-turbo
38,4,205,gpt-3.5-turbo
39,4,205,gpt-3.5-turbo
40,3,205,gpt-3.5-turbo
41,5,205,gpt-3.5-turbo
42,4,205,gpt-3.5-turbo
43,4,205,gpt-3.5-turbo
45,4,205,gpt-3.5-turbo
46,4,205,gpt-3.5-turbo
47,4,205,gpt-3.5-turbo
50,3,205,gpt-3.5-turbo
51,3,205,gpt-3.5-turbo
52,4,205,gpt-3.5-turbo
54,4,205,gpt-3.5-turbo
55,3,205,gpt-3.5-turbo
56,4,205,gpt-3.5-turbo
57,4,205,gpt-3.5-turbo
58,4,205,gpt-3.5-turbo
59,3,205,gpt-3.5-turbo
60,4,205,gpt-3.5-turbo
61,4,205,gpt-3.5-turbo
62,3,205,gpt-3.5-turbo
63,4,205,gpt-3.5-turbo
64,4,205,gpt-3.5-turbo
65,5,205,gpt-3.5-turbo
66,5,205,gpt-3.5-turbo
67,3,205,gpt-3.5-turbo
68,4,205,gpt-3.5-turbo
69,4,205,gpt-3.5-turbo
70,5,205,gpt-3.5-turbo
71,4,205,gpt-3.5-turbo
73,4,205,gpt-3.5-turbo
74,4,205,gpt-3.5-turbo
75,4,205,gpt-3.5-turbo
76,5,205,gpt-3.5-turbo
77,3,205,gpt-3.5-turbo
78,4,205,gpt-3.5-turbo
80,3,205,gpt-3.5-turbo
81,4,205,gpt-3.5-turbo
83,4,205,gpt-3.5-turbo
84,5,205,gpt-3.5-turbo
87,3,205,gpt-3.5-turbo
88,4,205,gpt-3.5-turbo
89,3,205,gpt-3.5-turbo
91,3,205,gpt-3.5-turbo
92,5,205,gpt-3.5-turbo
93,4,205,gpt-3.5-turbo
95,3,205,gpt-3.5-turbo
96,5,205,gpt-3.5-turbo
97,4,205,gpt-3.5-turbo
98,4,205,gpt-3.5-turbo
99,5,205,gpt-3.5-turbo
100,4,205,gpt-3.5-turbo
101,4,205,gpt-3.5-turbo
102,4,205,gpt-3.5-turbo
103,3,205,gpt-3.5-turbo
104,5,205,gpt-3.5-turbo
105,5,205,gpt-3.5-turbo
106,5,205,gpt-3.5-turbo
107,4,205,gpt-3.5-turbo
108,3,205,gpt-3.5-turbo
