gen_id,answer,mfv_code,model
1,4,409,gpt-4
2,4,409,gpt-4
3,4,409,gpt-4
4,4,409,gpt-4
5,4,409,gpt-4
6,4,409,gpt-4
7,4,409,gpt-4
8,4,409,gpt-4
9,4,409,gpt-4
10,4,409,gpt-4
11,4,409,gpt-4
12,4,409,gpt-4
13,4,409,gpt-4
14,4,409,gpt-4
15,4,409,gpt-4
16,4,409,gpt-4
17,4,409,gpt-4
18,4,409,gpt-4
19,4,409,gpt-4
20,4,409,gpt-4
21,4,409,gpt-4
22,4,409,gpt-4
23,4,409,gpt-4
24,4,409,gpt-4
25,4,409,gpt-4
26,4,409,gpt-4
27,4,409,gpt-4
28,4,409,gpt-4
29,4,409,gpt-4
30,4,409,gpt-4
31,4,409,gpt-4
32,4,409,gpt-4
33,4,409,gpt-4
34,4,409,gpt-4
35,4,409,gpt-4
36,4,409,gpt-4
37,4,409,gpt-4
38,4,409,gpt-4
39,4,409,gpt-4
40,4,409,gpt-4
41,4,409,gpt-4
42,4,409,gpt-4
43,4,409,gpt-4
44,4,409,gpt-4
45,4,409,gpt-4
46,4,409,gpt-4
47,4,409,gpt-4
48,4,409,gpt-4
49,4,409,gpt-4
50,4,409,gpt-4
51,4,409,gpt-4
52,4,409,gpt-4
53,4,409,gpt-4
54,4,409,gpt-4
55,4,409,gpt-4
56,4,409,gpt-4
57,4,409,gpt-4
58,4,409,gpt-4
59,4,409,gpt-4
60,4,409,gpt-4
61,4,409,gpt-4
62,4,409,gpt-4
63,4,409,gpt-4
64,4,409,gpt-4
65,4,409,gpt-4
66,4,409,gpt-4
67,4,409,gpt-4
68,4,409,gpt-4
69,4,409,gpt-4
70,4,409,gpt-4
71,4,409,gpt-4
72,4,409,gpt-4
73,4,409,gpt-4
74,4,409,gpt-4
75,4,409,gpt-4
76,4,409,gpt-4
77,4,409,gpt-4
78,4,409,gpt-4
79,4,409,gpt-4
80,4,409,gpt-4
81,4,409,gpt-4
82,4,409,gpt-4
83,4,409,gpt-4
84,4,409,gpt-4
85,4,409,gpt-4
86,4,409,gpt-4
87,4,409,gpt-4
88,4,409,gpt-4
89,4,409,gpt-4
90,4,409,gpt-4
91,4,409,gpt-4
92,4,409,gpt-4
93,4,409,gpt-4
94,4,409,gpt-4
95,4,409,gpt-4
96,4,409,gpt-4
97,4,409,gpt-4
98,4,409,gpt-4
99,4,409,gpt-4
100,4,409,gpt-4
101,4,409,gpt-4
102,4,409,gpt-4
103,4,409,gpt-4
104,4,409,gpt-4
105,4,409,gpt-4
106,4,409,gpt-4
107,4,409,gpt-4
108,4,409,gpt-4
