gen_id,answer,mfv_code,model
1,3,602,gpt-4
2,3,602,gpt-4
3,3,602,gpt-4
4,3,602,gpt-4
5,3,602,gpt-4
6,3,602,gpt-4
7,3,602,gpt-4
8,3,602,gpt-4
9,3,602,gpt-4
10,3,602,gpt-4
11,3,602,gpt-4
12,3,602,gpt-4
13,3,602,gpt-4
14,3,602,gpt-4
15,3,602,gpt-4
16,3,602,gpt-4
17,3,602,gpt-4
18,3,602,gpt-4
19,3,602,gpt-4
20,3,602,gpt-4
21,3,602,gpt-4
22,3,602,gpt-4
23,3,602,gpt-4
24,3,602,gpt-4
25,3,602,gpt-4
26,3,602,gpt-4
27,3,602,gpt-4
28,3,602,gpt-4
29,3,602,gpt-4
30,3,602,gpt-4
31,3,602,gpt-4
32,3,602,gpt-4
33,3,602,gpt-4
34,3,602,gpt-4
35,3,602,gpt-4
36,3,602,gpt-4
37,3,602,gpt-4
38,3,602,gpt-4
39,3,602,gpt-4
40,3,602,gpt-4
41,3,602,gpt-4
42,3,602,gpt-4
43,3,602,gpt-4
44,3,602,gpt-4
45,3,602,gpt-4
46,3,602,gpt-4
47,3,602,gpt-4
48,3,602,gpt-4
49,3,602,gpt-4
50,3,602,gpt-4
51,3,602,gpt-4
52,3,602,gpt-4
53,3,602,gpt-4
54,3,602,gpt-4
55,3,602,gpt-4
56,3,602,gpt-4
57,3,602,gpt-4
58,3,602,gpt-4
59,3,602,gpt-4
60,3,602,gpt-4
61,3,602,gpt-4
62,3,602,gpt-4
63,3,602,gpt-4
64,3,602,gpt-4
65,3,602,gpt-4
66,3,602,gpt-4
67,3,602,gpt-4
68,3,602,gpt-4
69,3,602,gpt-4
70,3,602,gpt-4
71,3,602,gpt-4
72,3,602,gpt-4
73,3,602,gpt-4
74,3,602,gpt-4
75,3,602,gpt-4
76,3,602,gpt-4
77,3,602,gpt-4
78,3,602,gpt-4
79,3,602,gpt-4
80,3,602,gpt-4
81,3,602,gpt-4
82,3,602,gpt-4
83,3,602,gpt-4
84,3,602,gpt-4
85,3,602,gpt-4
86,3,602,gpt-4
87,3,602,gpt-4
88,3,602,gpt-4
89,3,602,gpt-4
90,3,602,gpt-4
91,3,602,gpt-4
92,3,602,gpt-4
93,3,602,gpt-4
94,3,602,gpt-4
95,3,602,gpt-4
96,3,602,gpt-4
97,3,602,gpt-4
98,3,602,gpt-4
99,3,602,gpt-4
100,3,602,gpt-4
101,3,602,gpt-4
102,3,602,gpt-4
103,3,602,gpt-4
104,3,602,gpt-4
105,3,602,gpt-4
106,3,602,gpt-4
107,3,602,gpt-4
108,3,602,gpt-4
