gen_id,answer,mfv_code,model
2,3,702,gpt-3.5-turbo
4,3,702,gpt-3.5-turbo
5,3,702,gpt-3.5-turbo
7,3,702,gpt-3.5-turbo
9,3,702,gpt-3.5-turbo
10,3,702,gpt-3.5-turbo
11,3,702,gpt-3.5-turbo
13,3,702,gpt-3.5-turbo
14,3,702,gpt-3.5-turbo
15,2,702,gpt-3.5-turbo
16,3,702,gpt-3.5-turbo
17,2,702,gpt-3.5-turbo
18,4,702,gpt-3.5-turbo
19,3,702,gpt-3.5-turbo
21,4,702,gpt-3.5-turbo
22,3,702,gpt-3.5-turbo
24,4,702,gpt-3.5-turbo
25,3,702,gpt-3.5-turbo
26,3,702,gpt-3.5-turbo
27,3,702,gpt-3.5-turbo
29,2,702,gpt-3.5-turbo
30,3,702,gpt-3.5-turbo
31,3,702,gpt-3.5-turbo
32,3,702,gpt-3.5-turbo
33,4,702,gpt-3.5-turbo
34,3,702,gpt-3.5-turbo
35,4,702,gpt-3.5-turbo
36,3,702,gpt-3.5-turbo
38,3,702,gpt-3.5-turbo
39,3,702,gpt-3.5-turbo
40,3,702,gpt-3.5-turbo
42,4,702,gpt-3.5-turbo
43,4,702,gpt-3.5-turbo
44,3,702,gpt-3.5-turbo
47,3,702,gpt-3.5-turbo
49,5,702,gpt-3.5-turbo
53,2,702,gpt-3.5-turbo
54,4,702,gpt-3.5-turbo
55,2,702,gpt-3.5-turbo
56,3,702,gpt-3.5-turbo
58,3,702,gpt-3.5-turbo
59,2,702,gpt-3.5-turbo
60,3,702,gpt-3.5-turbo
61,3,702,gpt-3.5-turbo
62,3,702,gpt-3.5-turbo
64,3,702,gpt-3.5-turbo
66,2,702,gpt-3.5-turbo
67,3,702,gpt-3.5-turbo
68,3,702,gpt-3.5-turbo
69,3,702,gpt-3.5-turbo
70,3,702,gpt-3.5-turbo
71,3,702,gpt-3.5-turbo
72,4,702,gpt-3.5-turbo
73,4,702,gpt-3.5-turbo
74,2,702,gpt-3.5-turbo
75,3,702,gpt-3.5-turbo
76,3,702,gpt-3.5-turbo
77,5,702,gpt-3.5-turbo
78,3,702,gpt-3.5-turbo
80,3,702,gpt-3.5-turbo
82,5,702,gpt-3.5-turbo
83,3,702,gpt-3.5-turbo
85,3,702,gpt-3.5-turbo
86,3,702,gpt-3.5-turbo
87,2,702,gpt-3.5-turbo
88,3,702,gpt-3.5-turbo
89,3,702,gpt-3.5-turbo
90,3,702,gpt-3.5-turbo
91,2,702,gpt-3.5-turbo
92,3,702,gpt-3.5-turbo
93,3,702,gpt-3.5-turbo
94,3,702,gpt-3.5-turbo
95,3,702,gpt-3.5-turbo
96,3,702,gpt-3.5-turbo
99,2,702,gpt-3.5-turbo
100,4,702,gpt-3.5-turbo
101,3,702,gpt-3.5-turbo
102,4,702,gpt-3.5-turbo
103,3,702,gpt-3.5-turbo
104,2,702,gpt-3.5-turbo
105,3,702,gpt-3.5-turbo
106,3,702,gpt-3.5-turbo
107,2,702,gpt-3.5-turbo
108,4,702,gpt-3.5-turbo
