gen_id,answer,mfv_code,model
1,5,501,gpt-3.5-turbo
2,3,501,gpt-3.5-turbo
3,3,501,gpt-3.5-turbo
4,3,501,gpt-3.5-turbo
5,3,501,gpt-3.5-turbo
6,4,501,gpt-3.5-turbo
7,3,501,gpt-3.5-turbo
8,3,501,gpt-3.5-turbo
9,3,501,gpt-3.5-turbo
10,3,501,gpt-3.5-turbo
12,3,501,gpt-3.5-turbo
13,4,501,gpt-3.5-turbo
14,3,501,gpt-3.5-turbo
15,3,501,gpt-3.5-turbo
16,3,501,gpt-3.5-turbo
17,3,501,gpt-3.5-turbo
19,4,501,gpt-3.5-turbo
20,3,501,gpt-3.5-turbo
21,3,501,gpt-3.5-turbo
22,3,501,gpt-3.5-turbo
23,3,501,gpt-3.5-turbo
24,3,501,gpt-3.5-turbo
25,3,501,gpt-3.5-turbo
26,3,501,gpt-3.5-turbo
27,3,501,gpt-3.5-turbo
28,3,501,gpt-3.5-turbo
29,4,501,gpt-3.5-turbo
31,3,501,gpt-3.5-turbo
32,3,501,gpt-3.5-turbo
33,2,501,gpt-3.5-turbo
35,3,501,gpt-3.5-turbo
36,3,501,gpt-3.5-turbo
37,4,501,gpt-3.5-turbo
38,3,501,gpt-3.5-turbo
39,3,501,gpt-3.5-turbo
40,3,501,gpt-3.5-turbo
41,4,501,gpt-3.5-turbo
42,3,501,gpt-3.5-turbo
43,3,501,gpt-3.5-turbo
44,3,501,gpt-3.5-turbo
45,3,501,gpt-3.5-turbo
46,3,501,gpt-3.5-turbo
47,3,501,gpt-3.5-turbo
48,3,501,gpt-3.5-turbo
50,3,501,gpt-3.5-turbo
51,3,501,gpt-3.5-turbo
52,4,501,gpt-3.5-turbo
53,3,501,gpt-3.5-turbo
54,3,501,gpt-3.5-turbo
55,3,501,gpt-3.5-turbo
56,4,501,gpt-3.5-turbo
57,3,501,gpt-3.5-turbo
58,3,501,gpt-3.5-turbo
59,3,501,gpt-3.5-turbo
60,3,501,gpt-3.5-turbo
61,3,501,gpt-3.5-turbo
62,3,501,gpt-3.5-turbo
63,3,501,gpt-3.5-turbo
64,3,501,gpt-3.5-turbo
65,3,501,gpt-3.5-turbo
66,3,501,gpt-3.5-turbo
67,4,501,gpt-3.5-turbo
68,3,501,gpt-3.5-turbo
69,3,501,gpt-3.5-turbo
70,3,501,gpt-3.5-turbo
71,1,501,gpt-3.5-turbo
72,3,501,gpt-3.5-turbo
73,3,501,gpt-3.5-turbo
75,3,501,gpt-3.5-turbo
76,3,501,gpt-3.5-turbo
77,5,501,gpt-3.5-turbo
78,3,501,gpt-3.5-turbo
80,2,501,gpt-3.5-turbo
81,3,501,gpt-3.5-turbo
82,3,501,gpt-3.5-turbo
83,3,501,gpt-3.5-turbo
84,3,501,gpt-3.5-turbo
85,4,501,gpt-3.5-turbo
86,3,501,gpt-3.5-turbo
87,5,501,gpt-3.5-turbo
88,2,501,gpt-3.5-turbo
89,4,501,gpt-3.5-turbo
90,2,501,gpt-3.5-turbo
91,3,501,gpt-3.5-turbo
92,4,501,gpt-3.5-turbo
93,3,501,gpt-3.5-turbo
94,4,501,gpt-3.5-turbo
95,3,501,gpt-3.5-turbo
96,3,501,gpt-3.5-turbo
97,3,501,gpt-3.5-turbo
99,3,501,gpt-3.5-turbo
100,3,501,gpt-3.5-turbo
101,3,501,gpt-3.5-turbo
102,4,501,gpt-3.5-turbo
103,3,501,gpt-3.5-turbo
104,3,501,gpt-3.5-turbo
105,3,501,gpt-3.5-turbo
106,3,501,gpt-3.5-turbo
107,4,501,gpt-3.5-turbo
108,3,501,gpt-3.5-turbo
