gen_id,answer,mfv_code,model
1,3,503,gpt-3.5-turbo
2,4,503,gpt-3.5-turbo
3,4,503,gpt-3.5-turbo
4,4,503,gpt-3.5-turbo
5,3,503,gpt-3.5-turbo
6,4,503,gpt-3.5-turbo
7,3,503,gpt-3.5-turbo
8,4,503,gpt-3.5-turbo
9,4,503,gpt-3.5-turbo
10,3,503,gpt-3.5-turbo
11,4,503,gpt-3.5-turbo
12,3,503,gpt-3.5-turbo
13,3,503,gpt-3.5-turbo
14,4,503,gpt-3.5-turbo
15,3,503,gpt-3.5-turbo
16,4,503,gpt-3.5-turbo
17,3,503,gpt-3.5-turbo
18,3,503,gpt-3.5-turbo
19,3,503,gpt-3.5-turbo
20,3,503,gpt-3.5-turbo
21,4,503,gpt-3.5-turbo
22,3,503,gpt-3.5-turbo
23,3,503,gpt-3.5-turbo
24,3,503,gpt-3.5-turbo
25,4,503,gpt-3.5-turbo
26,3,503,gpt-3.5-turbo
27,4,503,gpt-3.5-turbo
28,4,503,gpt-3.5-turbo
29,4,503,gpt-3.5-turbo
30,3,503,gpt-3.5-turbo
32,4,503,gpt-3.5-turbo
33,3,503,gpt-3.5-turbo
34,3,503,gpt-3.5-turbo
35,3,503,gpt-3.5-turbo
36,4,503,gpt-3.5-turbo
37,3,503,gpt-3.5-turbo
38,3,503,gpt-3.5-turbo
39,4,503,gpt-3.5-turbo
40,3,503,gpt-3.5-turbo
41,3,503,gpt-3.5-turbo
43,4,503,gpt-3.5-turbo
44,3,503,gpt-3.5-turbo
46,4,503,gpt-3.5-turbo
47,3,503,gpt-3.5-turbo
48,4,503,gpt-3.5-turbo
49,4,503,gpt-3.5-turbo
50,3,503,gpt-3.5-turbo
51,3,503,gpt-3.5-turbo
52,3,503,gpt-3.5-turbo
53,4,503,gpt-3.5-turbo
55,4,503,gpt-3.5-turbo
56,3,503,gpt-3.5-turbo
57,4,503,gpt-3.5-turbo
59,4,503,gpt-3.5-turbo
60,3,503,gpt-3.5-turbo
61,3,503,gpt-3.5-turbo
62,3,503,gpt-3.5-turbo
63,3,503,gpt-3.5-turbo
64,3,503,gpt-3.5-turbo
65,3,503,gpt-3.5-turbo
67,3,503,gpt-3.5-turbo
68,4,503,gpt-3.5-turbo
69,4,503,gpt-3.5-turbo
71,3,503,gpt-3.5-turbo
72,3,503,gpt-3.5-turbo
73,3,503,gpt-3.5-turbo
74,3,503,gpt-3.5-turbo
75,3,503,gpt-3.5-turbo
76,4,503,gpt-3.5-turbo
77,4,503,gpt-3.5-turbo
78,4,503,gpt-3.5-turbo
79,3,503,gpt-3.5-turbo
80,3,503,gpt-3.5-turbo
81,4,503,gpt-3.5-turbo
82,4,503,gpt-3.5-turbo
83,4,503,gpt-3.5-turbo
84,3,503,gpt-3.5-turbo
85,3,503,gpt-3.5-turbo
86,3,503,gpt-3.5-turbo
87,4,503,gpt-3.5-turbo
88,3,503,gpt-3.5-turbo
89,4,503,gpt-3.5-turbo
90,5,503,gpt-3.5-turbo
91,4,503,gpt-3.5-turbo
92,4,503,gpt-3.5-turbo
93,4,503,gpt-3.5-turbo
94,4,503,gpt-3.5-turbo
95,4,503,gpt-3.5-turbo
96,4,503,gpt-3.5-turbo
97,4,503,gpt-3.5-turbo
98,3,503,gpt-3.5-turbo
99,3,503,gpt-3.5-turbo
101,3,503,gpt-3.5-turbo
102,3,503,gpt-3.5-turbo
103,4,503,gpt-3.5-turbo
104,5,503,gpt-3.5-turbo
105,3,503,gpt-3.5-turbo
106,3,503,gpt-3.5-turbo
107,3,503,gpt-3.5-turbo
