gen_id,answer,mfv_code,model
1,4,808,gpt-3.5-turbo
2,5,808,gpt-3.5-turbo
3,4,808,gpt-3.5-turbo
4,4,808,gpt-3.5-turbo
5,4,808,gpt-3.5-turbo
6,4,808,gpt-3.5-turbo
8,4,808,gpt-3.5-turbo
9,5,808,gpt-3.5-turbo
10,3,808,gpt-3.5-turbo
11,3,808,gpt-3.5-turbo
12,5,808,gpt-3.5-turbo
13,4,808,gpt-3.5-turbo
14,5,808,gpt-3.5-turbo
16,5,808,gpt-3.5-turbo
17,3,808,gpt-3.5-turbo
18,3,808,gpt-3.5-turbo
20,1,808,gpt-3.5-turbo
21,5,808,gpt-3.5-turbo
25,2,808,gpt-3.5-turbo
26,4,808,gpt-3.5-turbo
27,5,808,gpt-3.5-turbo
28,5,808,gpt-3.5-turbo
30,5,808,gpt-3.5-turbo
32,4,808,gpt-3.5-turbo
33,4,808,gpt-3.5-turbo
36,5,808,gpt-3.5-turbo
37,3,808,gpt-3.5-turbo
38,4,808,gpt-3.5-turbo
39,3,808,gpt-3.5-turbo
40,1,808,gpt-3.5-turbo
41,1,808,gpt-3.5-turbo
42,4,808,gpt-3.5-turbo
44,5,808,gpt-3.5-turbo
45,5,808,gpt-3.5-turbo
46,5,808,gpt-3.5-turbo
47,5,808,gpt-3.5-turbo
48,3,808,gpt-3.5-turbo
49,3,808,gpt-3.5-turbo
50,5,808,gpt-3.5-turbo
52,5,808,gpt-3.5-turbo
53,3,808,gpt-3.5-turbo
54,3,808,gpt-3.5-turbo
55,5,808,gpt-3.5-turbo
56,5,808,gpt-3.5-turbo
57,4,808,gpt-3.5-turbo
58,5,808,gpt-3.5-turbo
59,4,808,gpt-3.5-turbo
60,3,808,gpt-3.5-turbo
61,3,808,gpt-3.5-turbo
63,2,808,gpt-3.5-turbo
65,1,808,gpt-3.5-turbo
67,3,808,gpt-3.5-turbo
68,4,808,gpt-3.5-turbo
70,5,808,gpt-3.5-turbo
71,4,808,gpt-3.5-turbo
72,3,808,gpt-3.5-turbo
73,5,808,gpt-3.5-turbo
74,5,808,gpt-3.5-turbo
76,5,808,gpt-3.5-turbo
77,5,808,gpt-3.5-turbo
78,4,808,gpt-3.5-turbo
79,2,808,gpt-3.5-turbo
80,4,808,gpt-3.5-turbo
81,3,808,gpt-3.5-turbo
82,5,808,gpt-3.5-turbo
83,4,808,gpt-3.5-turbo
84,5,808,gpt-3.5-turbo
85,1,808,gpt-3.5-turbo
86,4,808,gpt-3.5-turbo
87,4,808,gpt-3.5-turbo
88,2,808,gpt-3.5-turbo
90,3,808,gpt-3.5-turbo
91,5,808,gpt-3.5-turbo
96,4,808,gpt-3.5-turbo
97,4,808,gpt-3.5-turbo
100,4,808,gpt-3.5-turbo
101,4,808,gpt-3.5-turbo
102,5,808,gpt-3.5-turbo
103,5,808,gpt-3.5-turbo
104,5,808,gpt-3.5-turbo
105,5,808,gpt-3.5-turbo
106,4,808,gpt-3.5-turbo
108,5,808,gpt-3.5-turbo
