gen_id,answer,mfv_code,model
1,5,201,gpt-3.5-turbo
2,5,201,gpt-3.5-turbo
3,5,201,gpt-3.5-turbo
5,5,201,gpt-3.5-turbo
6,5,201,gpt-3.5-turbo
7,4,201,gpt-3.5-turbo
8,5,201,gpt-3.5-turbo
9,5,201,gpt-3.5-turbo
10,3,201,gpt-3.5-turbo
11,5,201,gpt-3.5-turbo
12,5,201,gpt-3.5-turbo
13,3,201,gpt-3.5-turbo
14,4,201,gpt-3.5-turbo
16,3,201,gpt-3.5-turbo
17,5,201,gpt-3.5-turbo
18,5,201,gpt-3.5-turbo
19,5,201,gpt-3.5-turbo
20,5,201,gpt-3.5-turbo
21,4,201,gpt-3.5-turbo
22,5,201,gpt-3.5-turbo
23,4,201,gpt-3.5-turbo
24,5,201,gpt-3.5-turbo
25,5,201,gpt-3.5-turbo
26,5,201,gpt-3.5-turbo
27,5,201,gpt-3.5-turbo
28,5,201,gpt-3.5-turbo
29,4,201,gpt-3.5-turbo
30,5,201,gpt-3.5-turbo
31,5,201,gpt-3.5-turbo
33,5,201,gpt-3.5-turbo
34,5,201,gpt-3.5-turbo
35,5,201,gpt-3.5-turbo
37,5,201,gpt-3.5-turbo
38,5,201,gpt-3.5-turbo
39,5,201,gpt-3.5-turbo
40,5,201,gpt-3.5-turbo
41,4,201,gpt-3.5-turbo
42,3,201,gpt-3.5-turbo
43,5,201,gpt-3.5-turbo
44,5,201,gpt-3.5-turbo
45,5,201,gpt-3.5-turbo
46,4,201,gpt-3.5-turbo
47,5,201,gpt-3.5-turbo
48,5,201,gpt-3.5-turbo
49,5,201,gpt-3.5-turbo
50,5,201,gpt-3.5-turbo
51,5,201,gpt-3.5-turbo
52,5,201,gpt-3.5-turbo
53,5,201,gpt-3.5-turbo
54,4,201,gpt-3.5-turbo
55,5,201,gpt-3.5-turbo
56,5,201,gpt-3.5-turbo
57,4,201,gpt-3.5-turbo
58,5,201,gpt-3.5-turbo
59,5,201,gpt-3.5-turbo
61,5,201,gpt-3.5-turbo
62,5,201,gpt-3.5-turbo
63,5,201,gpt-3.5-turbo
64,4,201,gpt-3.5-turbo
65,4,201,gpt-3.5-turbo
66,5,201,gpt-3.5-turbo
67,5,201,gpt-3.5-turbo
68,5,201,gpt-3.5-turbo
69,4,201,gpt-3.5-turbo
70,5,201,gpt-3.5-turbo
71,5,201,gpt-3.5-turbo
73,5,201,gpt-3.5-turbo
74,4,201,gpt-3.5-turbo
75,5,201,gpt-3.5-turbo
76,5,201,gpt-3.5-turbo
77,4,201,gpt-3.5-turbo
78,5,201,gpt-3.5-turbo
79,5,201,gpt-3.5-turbo
80,4,201,gpt-3.5-turbo
81,5,201,gpt-3.5-turbo
82,5,201,gpt-3.5-turbo
83,3,201,gpt-3.5-turbo
84,5,201,gpt-3.5-turbo
86,5,201,gpt-3.5-turbo
87,4,201,gpt-3.5-turbo
88,5,201,gpt-3.5-turbo
89,5,201,gpt-3.5-turbo
90,5,201,gpt-3.5-turbo
91,4,201,gpt-3.5-turbo
92,5,201,gpt-3.5-turbo
93,5,201,gpt-3.5-turbo
94,5,201,gpt-3.5-turbo
95,5,201,gpt-3.5-turbo
96,5,201,gpt-3.5-turbo
97,4,201,gpt-3.5-turbo
98,5,201,gpt-3.5-turbo
99,5,201,gpt-3.5-turbo
100,5,201,gpt-3.5-turbo
101,5,201,gpt-3.5-turbo
102,5,201,gpt-3.5-turbo
103,3,201,gpt-3.5-turbo
104,5,201,gpt-3.5-turbo
105,4,201,gpt-3.5-turbo
106,5,201,gpt-3.5-turbo
108,5,201,gpt-3.5-turbo
