gen_id,answer,mfv_code,model
1,3,105,gpt-3.5-turbo
2,4,105,gpt-3.5-turbo
3,3,105,gpt-3.5-turbo
4,3,105,gpt-3.5-turbo
5,3,105,gpt-3.5-turbo
6,4,105,gpt-3.5-turbo
7,4,105,gpt-3.5-turbo
8,4,105,gpt-3.5-turbo
9,3,105,gpt-3.5-turbo
10,3,105,gpt-3.5-turbo
11,5,105,gpt-3.5-turbo
12,4,105,gpt-3.5-turbo
13,3,105,gpt-3.5-turbo
14,3,105,gpt-3.5-turbo
15,4,105,gpt-3.5-turbo
16,4,105,gpt-3.5-turbo
17,4,105,gpt-3.5-turbo
18,3,105,gpt-3.5-turbo
19,4,105,gpt-3.5-turbo
20,3,105,gpt-3.5-turbo
21,4,105,gpt-3.5-turbo
22,3,105,gpt-3.5-turbo
23,4,105,gpt-3.5-turbo
24,4,105,gpt-3.5-turbo
25,4,105,gpt-3.5-turbo
26,4,105,gpt-3.5-turbo
27,3,105,gpt-3.5-turbo
28,4,105,gpt-3.5-turbo
29,3,105,gpt-3.5-turbo
30,4,105,gpt-3.5-turbo
31,4,105,gpt-3.5-turbo
32,4,105,gpt-3.5-turbo
33,5,105,gpt-3.5-turbo
34,4,105,gpt-3.5-turbo
35,4,105,gpt-3.5-turbo
36,4,105,gpt-3.5-turbo
37,4,105,gpt-3.5-turbo
38,3,105,gpt-3.5-turbo
39,3,105,gpt-3.5-turbo
40,4,105,gpt-3.5-turbo
41,4,105,gpt-3.5-turbo
42,4,105,gpt-3.5-turbo
43,3,105,gpt-3.5-turbo
44,4,105,gpt-3.5-turbo
45,3,105,gpt-3.5-turbo
46,3,105,gpt-3.5-turbo
47,3,105,gpt-3.5-turbo
48,3,105,gpt-3.5-turbo
49,4,105,gpt-3.5-turbo
50,4,105,gpt-3.5-turbo
51,4,105,gpt-3.5-turbo
52,4,105,gpt-3.5-turbo
53,3,105,gpt-3.5-turbo
54,3,105,gpt-3.5-turbo
55,4,105,gpt-3.5-turbo
56,3,105,gpt-3.5-turbo
57,3,105,gpt-3.5-turbo
58,4,105,gpt-3.5-turbo
59,3,105,gpt-3.5-turbo
60,4,105,gpt-3.5-turbo
61,4,105,gpt-3.5-turbo
62,3,105,gpt-3.5-turbo
63,4,105,gpt-3.5-turbo
64,4,105,gpt-3.5-turbo
65,4,105,gpt-3.5-turbo
66,4,105,gpt-3.5-turbo
67,4,105,gpt-3.5-turbo
68,4,105,gpt-3.5-turbo
69,4,105,gpt-3.5-turbo
71,4,105,gpt-3.5-turbo
72,4,105,gpt-3.5-turbo
73,3,105,gpt-3.5-turbo
74,4,105,gpt-3.5-turbo
75,4,105,gpt-3.5-turbo
76,2,105,gpt-3.5-turbo
77,4,105,gpt-3.5-turbo
78,4,105,gpt-3.5-turbo
79,4,105,gpt-3.5-turbo
80,4,105,gpt-3.5-turbo
81,3,105,gpt-3.5-turbo
82,3,105,gpt-3.5-turbo
83,4,105,gpt-3.5-turbo
84,4,105,gpt-3.5-turbo
85,3,105,gpt-3.5-turbo
86,4,105,gpt-3.5-turbo
87,5,105,gpt-3.5-turbo
88,4,105,gpt-3.5-turbo
89,4,105,gpt-3.5-turbo
90,3,105,gpt-3.5-turbo
91,5,105,gpt-3.5-turbo
92,4,105,gpt-3.5-turbo
93,4,105,gpt-3.5-turbo
94,3,105,gpt-3.5-turbo
95,4,105,gpt-3.5-turbo
96,5,105,gpt-3.5-turbo
98,4,105,gpt-3.5-turbo
99,4,105,gpt-3.5-turbo
100,3,105,gpt-3.5-turbo
101,4,105,gpt-3.5-turbo
102,4,105,gpt-3.5-turbo
103,4,105,gpt-3.5-turbo
104,3,105,gpt-3.5-turbo
105,3,105,gpt-3.5-turbo
106,3,105,gpt-3.5-turbo
107,3,105,gpt-3.5-turbo
108,3,105,gpt-3.5-turbo
