gen_id,answer,mfv_code,model
1,5,808,gpt-3.5-turbo
2,5,808,gpt-3.5-turbo
3,5,808,gpt-3.5-turbo
4,3,808,gpt-3.5-turbo
6,3,808,gpt-3.5-turbo
7,5,808,gpt-3.5-turbo
8,5,808,gpt-3.5-turbo
10,3,808,gpt-3.5-turbo
12,5,808,gpt-3.5-turbo
13,4,808,gpt-3.5-turbo
14,5,808,gpt-3.5-turbo
15,5,808,gpt-3.5-turbo
16,4,808,gpt-3.5-turbo
18,4,808,gpt-3.5-turbo
19,5,808,gpt-3.5-turbo
20,4,808,gpt-3.5-turbo
22,5,808,gpt-3.5-turbo
24,3,808,gpt-3.5-turbo
25,4,808,gpt-3.5-turbo
26,5,808,gpt-3.5-turbo
28,5,808,gpt-3.5-turbo
30,5,808,gpt-3.5-turbo
31,5,808,gpt-3.5-turbo
32,5,808,gpt-3.5-turbo
34,5,808,gpt-3.5-turbo
35,4,808,gpt-3.5-turbo
36,3,808,gpt-3.5-turbo
37,5,808,gpt-3.5-turbo
39,5,808,gpt-3.5-turbo
40,5,808,gpt-3.5-turbo
41,3,808,gpt-3.5-turbo
42,4,808,gpt-3.5-turbo
43,3,808,gpt-3.5-turbo
44,3,808,gpt-3.5-turbo
45,4,808,gpt-3.5-turbo
47,3,808,gpt-3.5-turbo
48,3,808,gpt-3.5-turbo
49,4,808,gpt-3.5-turbo
50,5,808,gpt-3.5-turbo
52,3,808,gpt-3.5-turbo
53,3,808,gpt-3.5-turbo
55,4,808,gpt-3.5-turbo
56,2,808,gpt-3.5-turbo
57,4,808,gpt-3.5-turbo
58,5,808,gpt-3.5-turbo
61,5,808,gpt-3.5-turbo
62,3,808,gpt-3.5-turbo
63,5,808,gpt-3.5-turbo
64,5,808,gpt-3.5-turbo
65,4,808,gpt-3.5-turbo
66,5,808,gpt-3.5-turbo
67,4,808,gpt-3.5-turbo
68,5,808,gpt-3.5-turbo
69,5,808,gpt-3.5-turbo
70,5,808,gpt-3.5-turbo
71,3,808,gpt-3.5-turbo
72,4,808,gpt-3.5-turbo
73,4,808,gpt-3.5-turbo
75,4,808,gpt-3.5-turbo
76,3,808,gpt-3.5-turbo
77,4,808,gpt-3.5-turbo
78,5,808,gpt-3.5-turbo
79,1,808,gpt-3.5-turbo
80,4,808,gpt-3.5-turbo
82,5,808,gpt-3.5-turbo
83,4,808,gpt-3.5-turbo
84,3,808,gpt-3.5-turbo
85,5,808,gpt-3.5-turbo
86,2,808,gpt-3.5-turbo
87,4,808,gpt-3.5-turbo
88,3,808,gpt-3.5-turbo
89,5,808,gpt-3.5-turbo
90,5,808,gpt-3.5-turbo
91,3,808,gpt-3.5-turbo
92,4,808,gpt-3.5-turbo
93,4,808,gpt-3.5-turbo
94,5,808,gpt-3.5-turbo
95,4,808,gpt-3.5-turbo
96,4,808,gpt-3.5-turbo
97,3,808,gpt-3.5-turbo
98,5,808,gpt-3.5-turbo
99,4,808,gpt-3.5-turbo
101,5,808,gpt-3.5-turbo
103,5,808,gpt-3.5-turbo
104,5,808,gpt-3.5-turbo
105,2,808,gpt-3.5-turbo
106,4,808,gpt-3.5-turbo
107,4,808,gpt-3.5-turbo
108,5,808,gpt-3.5-turbo
